"region";"kjønn";"alder";"år";"statistikkvariabel";"13600: Framskrevet folkemengde 1. januar, etter region, kjønn, alder, år og statistikkvariabel"
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2031";"Hovedalternativet (MMMM)";10316
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2032";"Hovedalternativet (MMMM)";10239
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2033";"Hovedalternativet (MMMM)";10256
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2034";"Hovedalternativet (MMMM)";10194
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2035";"Hovedalternativet (MMMM)";10180
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2036";"Hovedalternativet (MMMM)";10121
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2037";"Hovedalternativet (MMMM)";9989
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2038";"Hovedalternativet (MMMM)";9906
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2039";"Hovedalternativet (MMMM)";9875
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2040";"Hovedalternativet (MMMM)";9795
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2041";"Hovedalternativet (MMMM)";9775
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2042";"Hovedalternativet (MMMM)";9853
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2043";"Hovedalternativet (MMMM)";9909
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2044";"Hovedalternativet (MMMM)";9988
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2045";"Hovedalternativet (MMMM)";10108
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2046";"Hovedalternativet (MMMM)";10167
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2047";"Hovedalternativet (MMMM)";10151
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2048";"Hovedalternativet (MMMM)";10146
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2049";"Hovedalternativet (MMMM)";10043
"42 Agder";"2 Kvinner";"F35-39 35-39 år";"2050";"Hovedalternativet (MMMM)";9910
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2022";"Hovedalternativet (MMMM)";9718
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2023";"Hovedalternativet (MMMM)";9890
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2024";"Hovedalternativet (MMMM)";9940
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2025";"Hovedalternativet (MMMM)";10010
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2026";"Hovedalternativet (MMMM)";9965
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2027";"Hovedalternativet (MMMM)";9950
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2028";"Hovedalternativet (MMMM)";10054
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2029";"Hovedalternativet (MMMM)";10142
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2030";"Hovedalternativet (MMMM)";10262
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2031";"Hovedalternativet (MMMM)";10473
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2032";"Hovedalternativet (MMMM)";10705
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2033";"Hovedalternativet (MMMM)";10677
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2034";"Hovedalternativet (MMMM)";10705
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2035";"Hovedalternativet (MMMM)";10687
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2036";"Hovedalternativet (MMMM)";10600
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2037";"Hovedalternativet (MMMM)";10528
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2038";"Hovedalternativet (MMMM)";10532
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2039";"Hovedalternativet (MMMM)";10477
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2040";"Hovedalternativet (MMMM)";10455
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2041";"Hovedalternativet (MMMM)";10402
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2042";"Hovedalternativet (MMMM)";10270
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2043";"Hovedalternativet (MMMM)";10179
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2044";"Hovedalternativet (MMMM)";10147
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2045";"Hovedalternativet (MMMM)";10070
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2046";"Hovedalternativet (MMMM)";10054
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2047";"Hovedalternativet (MMMM)";10123
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2048";"Hovedalternativet (MMMM)";10170
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2049";"Hovedalternativet (MMMM)";10245
"42 Agder";"2 Kvinner";"F40-44 40-44 år";"2050";"Hovedalternativet (MMMM)";10368
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2022";"Hovedalternativet (MMMM)";10328
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2023";"Hovedalternativet (MMMM)";10133
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2024";"Hovedalternativet (MMMM)";10112
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2025";"Hovedalternativet (MMMM)";9980
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2026";"Hovedalternativet (MMMM)";9971
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2027";"Hovedalternativet (MMMM)";9994
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2028";"Hovedalternativet (MMMM)";10129
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2029";"Hovedalternativet (MMMM)";10151
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2030";"Hovedalternativet (MMMM)";10214
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2031";"Hovedalternativet (MMMM)";10177
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2032";"Hovedalternativet (MMMM)";10156
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2033";"Hovedalternativet (MMMM)";10272
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2034";"Hovedalternativet (MMMM)";10368
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2035";"Hovedalternativet (MMMM)";10485
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2036";"Hovedalternativet (MMMM)";10693
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2037";"Hovedalternativet (MMMM)";10910
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2038";"Hovedalternativet (MMMM)";10881
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2039";"Hovedalternativet (MMMM)";10905
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2040";"Hovedalternativet (MMMM)";10871
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2041";"Hovedalternativet (MMMM)";10790
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2042";"Hovedalternativet (MMMM)";10719
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2043";"Hovedalternativet (MMMM)";10725
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2044";"Hovedalternativet (MMMM)";10659
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2045";"Hovedalternativet (MMMM)";10640
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2046";"Hovedalternativet (MMMM)";10586
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2047";"Hovedalternativet (MMMM)";10453
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2048";"Hovedalternativet (MMMM)";10366
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2049";"Hovedalternativet (MMMM)";10342
"42 Agder";"2 Kvinner";"F45-49 45-49 år";"2050";"Hovedalternativet (MMMM)";10264
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2022";"Hovedalternativet (MMMM)";10395
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2023";"Hovedalternativet (MMMM)";10534
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2024";"Hovedalternativet (MMMM)";10601
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2025";"Hovedalternativet (MMMM)";10595
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2026";"Hovedalternativet (MMMM)";10615
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2027";"Hovedalternativet (MMMM)";10504
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2028";"Hovedalternativet (MMMM)";10282
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2029";"Hovedalternativet (MMMM)";10231
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2030";"Hovedalternativet (MMMM)";10104
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2031";"Hovedalternativet (MMMM)";10093
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2032";"Hovedalternativet (MMMM)";10120
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2033";"Hovedalternativet (MMMM)";10255
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2034";"Hovedalternativet (MMMM)";10286
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2035";"Hovedalternativet (MMMM)";10352
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2036";"Hovedalternativet (MMMM)";10326
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2037";"Hovedalternativet (MMMM)";10317
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2038";"Hovedalternativet (MMMM)";10429
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2039";"Hovedalternativet (MMMM)";10527
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2040";"Hovedalternativet (MMMM)";10644
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2041";"Hovedalternativet (MMMM)";10846
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2042";"Hovedalternativet (MMMM)";11055
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2043";"Hovedalternativet (MMMM)";11037
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2044";"Hovedalternativet (MMMM)";11042
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2045";"Hovedalternativet (MMMM)";11004
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2046";"Hovedalternativet (MMMM)";10928
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2047";"Hovedalternativet (MMMM)";10858
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2048";"Hovedalternativet (MMMM)";10857
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2049";"Hovedalternativet (MMMM)";10796
"42 Agder";"2 Kvinner";"F50-54 50-54 år";"2050";"Hovedalternativet (MMMM)";10774
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2022";"Hovedalternativet (MMMM)";9766
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2023";"Hovedalternativet (MMMM)";9967
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2024";"Hovedalternativet (MMMM)";10089
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2025";"Hovedalternativet (MMMM)";10277
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2026";"Hovedalternativet (MMMM)";10348
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2027";"Hovedalternativet (MMMM)";10499
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2028";"Hovedalternativet (MMMM)";10624
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2029";"Hovedalternativet (MMMM)";10666
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2030";"Hovedalternativet (MMMM)";10649
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2031";"Hovedalternativet (MMMM)";10659
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2032";"Hovedalternativet (MMMM)";10543
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2033";"Hovedalternativet (MMMM)";10338
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2034";"Hovedalternativet (MMMM)";10287
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2035";"Hovedalternativet (MMMM)";10168
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2036";"Hovedalternativet (MMMM)";10165
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2037";"Hovedalternativet (MMMM)";10192
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2038";"Hovedalternativet (MMMM)";10334
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2039";"Hovedalternativet (MMMM)";10368
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2040";"Hovedalternativet (MMMM)";10436
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2041";"Hovedalternativet (MMMM)";10413
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2042";"Hovedalternativet (MMMM)";10415
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2043";"Hovedalternativet (MMMM)";10529
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2044";"Hovedalternativet (MMMM)";10643
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2045";"Hovedalternativet (MMMM)";10762
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2046";"Hovedalternativet (MMMM)";10955
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2047";"Hovedalternativet (MMMM)";11159
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2048";"Hovedalternativet (MMMM)";11144
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2049";"Hovedalternativet (MMMM)";11151
"42 Agder";"2 Kvinner";"F55-59 55-59 år";"2050";"Hovedalternativet (MMMM)";11122
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2022";"Hovedalternativet (MMMM)";8939
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2023";"Hovedalternativet (MMMM)";9080
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2024";"Hovedalternativet (MMMM)";9142
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2025";"Hovedalternativet (MMMM)";9355
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2026";"Hovedalternativet (MMMM)";9535
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2027";"Hovedalternativet (MMMM)";9724
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2028";"Hovedalternativet (MMMM)";9917
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2029";"Hovedalternativet (MMMM)";10043
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2030";"Hovedalternativet (MMMM)";10227
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2031";"Hovedalternativet (MMMM)";10310
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2032";"Hovedalternativet (MMMM)";10454
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2033";"Hovedalternativet (MMMM)";10577
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2034";"Hovedalternativet (MMMM)";10619
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2035";"Hovedalternativet (MMMM)";10610
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2036";"Hovedalternativet (MMMM)";10623
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2037";"Hovedalternativet (MMMM)";10505
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2038";"Hovedalternativet (MMMM)";10300
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2039";"Hovedalternativet (MMMM)";10252
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2040";"Hovedalternativet (MMMM)";10138
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2041";"Hovedalternativet (MMMM)";10144
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2042";"Hovedalternativet (MMMM)";10192
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2043";"Hovedalternativet (MMMM)";10337
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2044";"Hovedalternativet (MMMM)";10373
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2045";"Hovedalternativet (MMMM)";10442
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2046";"Hovedalternativet (MMMM)";10431
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2047";"Hovedalternativet (MMMM)";10441
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2048";"Hovedalternativet (MMMM)";10559
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2049";"Hovedalternativet (MMMM)";10672
"42 Agder";"2 Kvinner";"F60-64 60-64 år";"2050";"Hovedalternativet (MMMM)";10795
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2022";"Hovedalternativet (MMMM)";8524
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2023";"Hovedalternativet (MMMM)";8501
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2024";"Hovedalternativet (MMMM)";8642
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2025";"Hovedalternativet (MMMM)";8714
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2026";"Hovedalternativet (MMMM)";8760
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2027";"Hovedalternativet (MMMM)";8781
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2028";"Hovedalternativet (MMMM)";8908
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2029";"Hovedalternativet (MMMM)";8969
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2030";"Hovedalternativet (MMMM)";9175
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2031";"Hovedalternativet (MMMM)";9357
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2032";"Hovedalternativet (MMMM)";9551
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2033";"Hovedalternativet (MMMM)";9743
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2034";"Hovedalternativet (MMMM)";9880
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2035";"Hovedalternativet (MMMM)";10071
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2036";"Hovedalternativet (MMMM)";10143
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2037";"Hovedalternativet (MMMM)";10296
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2038";"Hovedalternativet (MMMM)";10422
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2039";"Hovedalternativet (MMMM)";10453
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2040";"Hovedalternativet (MMMM)";10448
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2041";"Hovedalternativet (MMMM)";10464
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2042";"Hovedalternativet (MMMM)";10350
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2043";"Hovedalternativet (MMMM)";10162
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2044";"Hovedalternativet (MMMM)";10124
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2045";"Hovedalternativet (MMMM)";10022
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2046";"Hovedalternativet (MMMM)";10033
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2047";"Hovedalternativet (MMMM)";10091
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2048";"Hovedalternativet (MMMM)";10228
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2049";"Hovedalternativet (MMMM)";10272
"42 Agder";"2 Kvinner";"F65-69 65-69 år";"2050";"Hovedalternativet (MMMM)";10344
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2022";"Hovedalternativet (MMMM)";7556
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2023";"Hovedalternativet (MMMM)";7559
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2024";"Hovedalternativet (MMMM)";7672
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2025";"Hovedalternativet (MMMM)";7761
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2026";"Hovedalternativet (MMMM)";7909
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2027";"Hovedalternativet (MMMM)";8131
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2028";"Hovedalternativet (MMMM)";8113
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2029";"Hovedalternativet (MMMM)";8252
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2030";"Hovedalternativet (MMMM)";8329
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2031";"Hovedalternativet (MMMM)";8377
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2032";"Hovedalternativet (MMMM)";8407
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2033";"Hovedalternativet (MMMM)";8532
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2034";"Hovedalternativet (MMMM)";8607
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2035";"Hovedalternativet (MMMM)";8803
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2036";"Hovedalternativet (MMMM)";8992
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2037";"Hovedalternativet (MMMM)";9186
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2038";"Hovedalternativet (MMMM)";9381
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2039";"Hovedalternativet (MMMM)";9520
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2040";"Hovedalternativet (MMMM)";9709
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2041";"Hovedalternativet (MMMM)";9798
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2042";"Hovedalternativet (MMMM)";9940
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2043";"Hovedalternativet (MMMM)";10073
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2044";"Hovedalternativet (MMMM)";10118
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2045";"Hovedalternativet (MMMM)";10116
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2046";"Hovedalternativet (MMMM)";10138
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2047";"Hovedalternativet (MMMM)";10026
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2048";"Hovedalternativet (MMMM)";9849
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2049";"Hovedalternativet (MMMM)";9824
"42 Agder";"2 Kvinner";"F70-74 70-74 år";"2050";"Hovedalternativet (MMMM)";9733
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2022";"Hovedalternativet (MMMM)";6266
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2023";"Hovedalternativet (MMMM)";6680
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2024";"Hovedalternativet (MMMM)";6862
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2025";"Hovedalternativet (MMMM)";6934
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2026";"Hovedalternativet (MMMM)";7090
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2027";"Hovedalternativet (MMMM)";6939
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2028";"Hovedalternativet (MMMM)";6950
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2029";"Hovedalternativet (MMMM)";7064
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2030";"Hovedalternativet (MMMM)";7162
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2031";"Hovedalternativet (MMMM)";7313
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2032";"Hovedalternativet (MMMM)";7546
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2033";"Hovedalternativet (MMMM)";7534
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2034";"Hovedalternativet (MMMM)";7680
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2035";"Hovedalternativet (MMMM)";7761
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2036";"Hovedalternativet (MMMM)";7831
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2037";"Hovedalternativet (MMMM)";7862
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2038";"Hovedalternativet (MMMM)";7993
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2039";"Hovedalternativet (MMMM)";8070
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2040";"Hovedalternativet (MMMM)";8276
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2041";"Hovedalternativet (MMMM)";8466
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2042";"Hovedalternativet (MMMM)";8657
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2043";"Hovedalternativet (MMMM)";8851
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2044";"Hovedalternativet (MMMM)";9001
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2045";"Hovedalternativet (MMMM)";9191
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2046";"Hovedalternativet (MMMM)";9280
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2047";"Hovedalternativet (MMMM)";9438
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2048";"Hovedalternativet (MMMM)";9558
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2049";"Hovedalternativet (MMMM)";9613
"42 Agder";"2 Kvinner";"F75-79 75-79 år";"2050";"Hovedalternativet (MMMM)";9632
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2022";"Hovedalternativet (MMMM)";3964
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2023";"Hovedalternativet (MMMM)";4165
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2024";"Hovedalternativet (MMMM)";4399
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2025";"Hovedalternativet (MMMM)";4680
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2026";"Hovedalternativet (MMMM)";4879
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2027";"Hovedalternativet (MMMM)";5378
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2028";"Hovedalternativet (MMMM)";5743
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2029";"Hovedalternativet (MMMM)";5919
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2030";"Hovedalternativet (MMMM)";6011
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2031";"Hovedalternativet (MMMM)";6157
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2032";"Hovedalternativet (MMMM)";6045
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2033";"Hovedalternativet (MMMM)";6094
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2034";"Hovedalternativet (MMMM)";6206
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2035";"Hovedalternativet (MMMM)";6324
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2036";"Hovedalternativet (MMMM)";6475
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2037";"Hovedalternativet (MMMM)";6699
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2038";"Hovedalternativet (MMMM)";6716
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2039";"Hovedalternativet (MMMM)";6873
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2040";"Hovedalternativet (MMMM)";6960
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2041";"Hovedalternativet (MMMM)";7037
"42 Agder";"2 Kvinner";"F80-84 80-84 år";"2042";"Hovedalternativet (MMMM)";7090
